"source_folder","nome_recomendado","nome_antigo","arquivo_original","arquivo_gif_organizado","gif_encontrado","tag_principal","tags_secundarias","descricao"
"C:\Users\bruno\Downloads\Exercicios renomeados\Leg press unilateral assistido na máquina","Leg press unilateral assistido na máquina","Prensa de perna única assistida por máquina","Prensa de perna única assistida por máquina.gif","leg_press_unilateral_assistido_na_maquina.gif","leg_press_unilateral_assistido_na_maquina.gif","Quadríceps","Máquina | Academia","Apoie o pé ou os pés na plataforma e mantenha quadril e lombar firmes no encosto. Flexione os joelhos com controle sem deixar a pelve arredondar. Empurre a plataforma até quase estender as pernas e retorne lentamente."
"C:\Users\bruno\Downloads\Exercicios renomeados\Leg press unilateral em pé na máquina","Leg press unilateral em pé na máquina","Prensa de perna única assistida por alavanca","perna/Prensa de perna única assistida por alavanca.gif","leg_press_unilateral_em_pe_na_maquina.gif","leg_press_unilateral_em_pe_na_maquina.gif","Quadríceps","Glúteos | Máquina | Academia","Apoie uma perna na plataforma da máquina e mantenha o tronco estabilizado pelos apoios. Empurre a plataforma para baixo até estender a perna de trabalho sem travar o joelho. Retorne devagar até a flexão confortável e repita antes de trocar o lado."
"C:\Users\bruno\Downloads\Exercicios renomeados\Leg press vertical no Smith","Leg press vertical no Smith","Com barra curtsey avanço","perna/Com barra curtsey avanço.gif","leg_press_vertical_no_smith.gif","leg_press_vertical_no_smith.gif","Quadríceps","Glúteos | Máquina | Academia","Deite-se sob a barra do Smith e posicione os pés de forma segura na barra, mantendo a lombar apoiada. Flexione joelhos e quadris para aproximar a carga do corpo e depois empurre até quase estender as pernas. Faça o movimento com amplitude confortável e sem travar os joelhos."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantada turca","Levantada turca","Turco levante-se","Turco levante-se.gif","levantada_turca.gif","levantada_turca.gif","Corpo inteiro","Sem aparelhos | Casa","Inicie com postura firme, abdômen ativo e a carga próxima ao corpo. Gere força com pernas e quadril e conduza a carga pela trajetória mostrada até a posição final. Estabilize o peso antes de retornar e controle cada etapa do movimento."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento de bola medicinal acima da cabeça","Levantamento de bola medicinal acima da cabeça","025_levantamento_de_bola_medicinal_acima_da_cabeca","025_levantamento_de_bola_medicinal_acima_da_cabeca.gif","levantamento_de_bola_medicinal_acima_da_cabeca.gif","levantamento_de_bola_medicinal_acima_da_cabeca.gif","Corpo inteiro","Bola | Academia","Assuma a posição inicial de Levantamento de bola medicinal acima da cabeça, estabilize o tronco e execute o movimento mostrado de forma coordenada. Use uma amplitude que consiga controlar, evite impulso desnecessário e retorne à posição inicial antes da repetição seguinte."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento de tronco (log lift)","Levantamento de tronco (log lift)","Levantamento de toras","Levantamento de toras.gif","levantamento_de_tronco_log_lift.gif","levantamento_de_tronco_log_lift.gif","Corpo inteiro","Sem aparelhos | Casa","Inicie com postura firme, abdômen ativo e a carga próxima ao corpo. Gere força com pernas e quadril e conduza a carga pela trajetória mostrada até a posição final. Estabilize o peso antes de retornar e controle cada etapa do movimento."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra","Levantamento terra","Levantamento terra","costas-/Levantamento terra.gif","levantamento_terra.gif","levantamento_terra.gif","Corpo inteiro","Barra | Posterior de coxa | Glúteos","Posicione a barra sobre o meio dos pés, flexione quadris e joelhos e segure a barra mantendo a coluna neutra. Empurre o chão com os pés e estenda quadris e joelhos até ficar em pé com a barra próxima ao corpo. Retorne levando o quadril para trás e flexionando os joelhos de forma controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra com barra","Levantamento terra com barra","030_levantamento_terra","030_levantamento_terra.gif","levantamento_terra_com_barra.gif","levantamento_terra_com_barra.gif","Posterior de coxa","Barra | Glúteos | Academia","Comece com os pés firmes e o abdômen ativo. Leve o quadril para trás mantendo a coluna neutra e a carga próxima ao corpo. Desça até sentir tensão nos posteriores sem perder a postura e volte estendendo o quadril de forma controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra com barra - variação 2","Levantamento terra com barra - variação 2","Levantamento terra","Levantamento terra.gif","levantamento_terra_com_barra_variacao_2.gif","levantamento_terra_com_barra_variacao_2.gif","Posterior de coxa","Barra | Glúteos | Academia","Comece com os pés firmes e o abdômen ativo. Leve o quadril para trás mantendo a coluna neutra e a carga próxima ao corpo. Desça até sentir tensão nos posteriores sem perder a postura e volte estendendo o quadril de forma controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra com kettlebell","Levantamento terra com kettlebell","Levantamento terra com kettlebell","Levantamento terra com kettlebell.gif","levantamento_terra_com_kettlebell.gif","levantamento_terra_com_kettlebell.gif","Posterior de coxa","Kettlebell | Glúteos | Academia","Comece com os pés firmes e o abdômen ativo. Leve o quadril para trás mantendo a coluna neutra e a carga próxima ao corpo. Desça até sentir tensão nos posteriores sem perder a postura e volte estendendo o quadril de forma controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra com trap bar","Levantamento terra com trap bar","Levantamento terra com barra de armadilha","Levantamento terra com barra de armadilha.gif","levantamento_terra_com_trap_bar.gif","levantamento_terra_com_trap_bar.gif","Posterior de coxa","Barra | Glúteos | Academia","Comece com os pés firmes e o abdômen ativo. Leve o quadril para trás mantendo a coluna neutra e a carga próxima ao corpo. Desça até sentir tensão nos posteriores sem perder a postura e volte estendendo o quadril de forma controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra na máquina","Levantamento terra na máquina","Levantamento terra na máquina","Levantamento terra na máquina.gif","levantamento_terra_na_maquina.gif","levantamento_terra_na_maquina.gif","Posterior de coxa","Máquina | Glúteos | Academia","Comece com os pés firmes e o abdômen ativo. Leve o quadril para trás mantendo a coluna neutra e a carga próxima ao corpo. Desça até sentir tensão nos posteriores sem perder a postura e volte estendendo o quadril de forma controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra romeno com barra","Levantamento terra romeno com barra","Levantamento terra romeno","Levantamento terra romeno.gif","levantamento_terra_romeno_com_barra.gif","levantamento_terra_romeno_com_barra.gif","Posterior de coxa","Barra | Glúteos | Academia","Comece com os pés firmes e o abdômen ativo. Leve o quadril para trás mantendo a coluna neutra e a carga próxima ao corpo. Desça até sentir tensão nos posteriores sem perder a postura e volte estendendo o quadril de forma controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra romeno com halteres","Levantamento terra romeno com halteres","Levantamento terra romeno com halteres","Levantamento terra romeno com halteres.gif","levantamento_terra_romeno_com_halteres.gif","levantamento_terra_romeno_com_halteres.gif","Posterior de coxa","Halteres | Glúteos | Academia","Comece com os pés firmes e o abdômen ativo. Leve o quadril para trás mantendo a coluna neutra e a carga próxima ao corpo. Desça até sentir tensão nos posteriores sem perder a postura e volte estendendo o quadril de forma controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra romeno unilateral com barra","Levantamento terra romeno unilateral com barra","Na polia avanço","perna/Na polia avanço.gif","levantamento_terra_romeno_unilateral_com_barra.gif","levantamento_terra_romeno_unilateral_com_barra.gif","Posterior de coxa","Glúteos | Barra | Academia","Fique apoiado em uma perna, mantenha o joelho levemente flexionado e a carga próxima ao corpo. Leve o quadril para trás enquanto a outra perna se estende para trás, inclinando o tronco com a coluna neutra. Retorne contraindo glúteos e posteriores sem girar a pelve."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra romeno unilateral com halteres","Levantamento terra romeno unilateral com halteres","Avanço com halteres","perna/Avanço com halteres.gif","levantamento_terra_romeno_unilateral_com_halteres.gif","levantamento_terra_romeno_unilateral_com_halteres.gif","Posterior de coxa","Glúteos | Halteres | Academia","Fique apoiado em uma perna, mantenha o joelho levemente flexionado e a carga próxima ao corpo. Leve o quadril para trás enquanto a outra perna se estende para trás, inclinando o tronco com a coluna neutra. Retorne contraindo glúteos e posteriores sem girar a pelve."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra sumô","Levantamento terra sumô","Levantamento terra de sumô","Levantamento terra de sumô.gif","levantamento_terra_sumo.gif","levantamento_terra_sumo.gif","Posterior de coxa","Glúteos | Sem aparelhos | Casa","Comece com os pés firmes e o abdômen ativo. Leve o quadril para trás mantendo a coluna neutra e a carga próxima ao corpo. Desça até sentir tensão nos posteriores sem perder a postura e volte estendendo o quadril de forma controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra sumô com barra","Levantamento terra sumô com barra","Anjaneyasana pose de avanço baixa - Variação 2","perna/Anjaneyasana pose de avanço baixa - Variação 2.gif","levantamento_terra_sumo_com_barra.gif","levantamento_terra_sumo_com_barra.gif","Posterior de coxa","Glúteos | Adutores | Barra","Abra os pés além da largura dos ombros e aponte as pontas levemente para fora. Segure a barra entre as pernas, mantenha o peito aberto e empurre o chão para estender joelhos e quadris. Finalize em pé sem inclinar o tronco para trás e retorne a barra ao chão com controle."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra unilateral com kettlebell","Levantamento terra unilateral com kettlebell","Levantamento terra unipodal com kettlebell","Levantamento terra unipodal com kettlebell.gif","levantamento_terra_unilateral_com_kettlebell.gif","levantamento_terra_unilateral_com_kettlebell.gif","Posterior de coxa","Kettlebell | Glúteos | Academia","Comece com os pés firmes e o abdômen ativo. Leve o quadril para trás mantendo a coluna neutra e a carga próxima ao corpo. Desça até sentir tensão nos posteriores sem perder a postura e volte estendendo o quadril de forma controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Levantamento terra unilateral sem peso","Levantamento terra unilateral sem peso","Levantamento terra de perna única com peso corporal","Levantamento terra de perna única com peso corporal.gif","levantamento_terra_unilateral_sem_peso.gif","levantamento_terra_unilateral_sem_peso.gif","Posterior de coxa","Glúteos | Sem aparelhos | Casa","Comece com os pés firmes e o abdômen ativo. Leve o quadril para trás mantendo a coluna neutra e a carga próxima ao corpo. Desça até sentir tensão nos posteriores sem perder a postura e volte estendendo o quadril de forma controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Liberação da banda iliotibial com rolo de espuma","Liberação da banda iliotibial com rolo de espuma","Rolo de espuma para alongamento da elástico iliotibial","Rolo de espuma para alongamento da elástico iliotibial.gif","liberacao_da_banda_iliotibial_com_rolo_de_espuma.gif","liberacao_da_banda_iliotibial_com_rolo_de_espuma.gif","Mobilidade","Rolo de espuma | Academia","Posicione o rolo de espuma sob a região indicada e sustente o peso do corpo com os apoios mostrados. Deslize lentamente sobre uma pequena faixa do músculo, procurando pontos de maior tensão sem pressionar articulações ou ossos. Faça movimentos curtos e controlados."
"C:\Users\bruno\Downloads\Exercicios renomeados\Liberação da parte superior das costas com rolo de espuma","Liberação da parte superior das costas com rolo de espuma","Alongamento traseiro do rolo de espuma","Alongamento traseiro do rolo de espuma.gif","liberacao_da_parte_superior_das_costas_com_rolo_de_espuma.gif","liberacao_da_parte_superior_das_costas_com_rolo_de_espuma.gif","Mobilidade","Rolo de espuma | Academia","Posicione o rolo de espuma sob a região indicada e sustente o peso do corpo com os apoios mostrados. Deslize lentamente sobre uma pequena faixa do músculo, procurando pontos de maior tensão sem pressionar articulações ou ossos. Faça movimentos curtos e controlados."
"C:\Users\bruno\Downloads\Exercicios renomeados\Liberação de panturrilhas com rolo de espuma","Liberação de panturrilhas com rolo de espuma","Bezerros de rolo de espuma","Bezerros de rolo de espuma.gif","liberacao_de_panturrilhas_com_rolo_de_espuma.gif","liberacao_de_panturrilhas_com_rolo_de_espuma.gif","Mobilidade","Rolo de espuma | Academia","Posicione o rolo de espuma sob a região indicada e sustente o peso do corpo com os apoios mostrados. Deslize lentamente sobre uma pequena faixa do músculo, procurando pontos de maior tensão sem pressionar articulações ou ossos. Faça movimentos curtos e controlados."
"C:\Users\bruno\Downloads\Exercicios renomeados\Liberação de peitoral e ombro com rolo de espuma","Liberação de peitoral e ombro com rolo de espuma","Rolo de espuma na frente do ombro e no peito","Rolo de espuma na frente do ombro e no peito.gif","liberacao_de_peitoral_e_ombro_com_rolo_de_espuma.gif","liberacao_de_peitoral_e_ombro_com_rolo_de_espuma.gif","Mobilidade","Rolo de espuma | Academia","Posicione o rolo de espuma sob a região indicada e sustente o peso do corpo com os apoios mostrados. Deslize lentamente sobre uma pequena faixa do músculo, procurando pontos de maior tensão sem pressionar articulações ou ossos. Faça movimentos curtos e controlados."
"C:\Users\bruno\Downloads\Exercicios renomeados\Liberação de posteriores da coxa com rolo de espuma","Liberação de posteriores da coxa com rolo de espuma","Isquiotibiais de rolo de espuma","Isquiotibiais de rolo de espuma.gif","liberacao_de_posteriores_da_coxa_com_rolo_de_espuma.gif","liberacao_de_posteriores_da_coxa_com_rolo_de_espuma.gif","Mobilidade","Rolo de espuma | Academia","Posicione o rolo de espuma sob a região indicada e sustente o peso do corpo com os apoios mostrados. Deslize lentamente sobre uma pequena faixa do músculo, procurando pontos de maior tensão sem pressionar articulações ou ossos. Faça movimentos curtos e controlados."
"C:\Users\bruno\Downloads\Exercicios renomeados\Liberação de quadríceps com rolo de espuma","Liberação de quadríceps com rolo de espuma","Quads de rolo de espuma","Quads de rolo de espuma.gif","liberacao_de_quadriceps_com_rolo_de_espuma.gif","liberacao_de_quadriceps_com_rolo_de_espuma.gif","Mobilidade","Rolo de espuma | Academia","Posicione o rolo de espuma sob a região indicada e sustente o peso do corpo com os apoios mostrados. Deslize lentamente sobre uma pequena faixa do músculo, procurando pontos de maior tensão sem pressionar articulações ou ossos. Faça movimentos curtos e controlados."
"C:\Users\bruno\Downloads\Exercicios renomeados\Limpador de para-brisa na barra fixa","Limpador de para-brisa na barra fixa","Limpador de pára-brisa suspenso","Limpador de pára-brisa suspenso.gif","limpador_de_para_brisa_na_barra_fixa.gif","limpador_de_para_brisa_na_barra_fixa.gif","Abdômen/Core","Barra fixa | Academia","Fique suspenso na barra com a pegada firme e eleve as pernas à frente. Mantendo o abdômen contraído, leve as pernas de um lado para o outro em arco, controlando o balanço do corpo. Retorne pelo centro antes de alternar o lado."
"C:\Users\bruno\Downloads\Exercicios renomeados\Limpador de para-brisa no chão com halteres","Limpador de para-brisa no chão com halteres","Limpadores de chão com halteres","Limpadores de chão com halteres.gif","limpador_de_para_brisa_no_chao_com_halteres.gif","limpador_de_para_brisa_no_chao_com_halteres.gif","Abdômen/Core","Halteres | Academia","Deite-se de costas e mantenha os braços apoiados para estabilizar o tronco. Eleve as pernas e leve-as juntas de um lado para o outro em arco, sem tirar os ombros do chão. Use o abdômen para frear a descida e retornar ao centro."
"C:\Users\bruno\Downloads\Exercicios renomeados\Marcha com joelhos altos","Marcha com joelhos altos","Alongamento dinâmico do peito","tríceps/Alongamento dinâmico do peito.gif","marcha_com_joelhos_altos.gif","marcha_com_joelhos_altos.gif","Cardio","Sem aparelhos | Casa | Corpo inteiro","Fique em pé com o tronco ereto. Eleve um joelho de cada vez em direção à altura do quadril enquanto alterna os braços de forma natural. Mantenha ritmo contínuo, aterrisse suavemente e evite inclinar o tronco para trás."
"C:\Users\bruno\Downloads\Exercicios renomeados\Marretada no pneu","Marretada no pneu","Marreta de pneu","Marreta de pneu.gif","marretada_no_pneu.gif","marretada_no_pneu.gif","Corpo inteiro","Cardio | Sem aparelhos | Casa","Assuma a posição inicial mostrada e execute o movimento de forma coordenada, mantendo o abdômen ativo e joelhos alinhados. Quando houver salto, aterrisse suavemente; quando houver deslocamento ou carga, mantenha o tronco estável durante toda a repetição."
"C:\Users\bruno\Downloads\Exercicios renomeados\Meia flexão do tronco à frente (Yoga)","Meia flexão do tronco à frente (Yoga)","Ardha uttanasana em pé meio curvado para frente","Ardha uttanasana em pé meio curvado para frente.gif","meia_flexao_do_tronco_a_frente_yoga.gif","meia_flexao_do_tronco_a_frente_yoga.gif","Alongamento","Sem aparelhos | Casa","Entre na posição de Meia flexão do tronco à frente (Yoga) de forma controlada. Ajuste o corpo até sentir um alongamento confortável na região trabalhada, mantenha a respiração normal e evite rebotes. Retorne lentamente e repita do outro lado quando necessário."
"C:\Users\bruno\Downloads\Exercicios renomeados\Meio limpador de para-brisa","Meio limpador de para-brisa","Meio limpador","Meio limpador.gif","meio_limpador_de_para_brisa.gif","meio_limpador_de_para_brisa.gif","Abdômen/Core","Sem aparelhos | Casa","Deite-se de costas e mantenha os braços apoiados para estabilizar o tronco. Eleve as pernas e leve-as juntas de um lado para o outro em arco, sem tirar os ombros do chão. Use o abdômen para frear a descida e retornar ao centro."
"C:\Users\bruno\Downloads\Exercicios renomeados\Meio sapo","Meio sapo","Postura de meio sapo","Postura de meio sapo.gif","meio_sapo.gif","meio_sapo.gif","Alongamento","Sem aparelhos | Casa","Assuma a posição mostrada e desloque o quadril lentamente até sentir a região do quadril ou a parte interna da coxa alongar. Mantenha a coluna organizada, evite rebotes e respeite uma amplitude confortável. Retorne com controle."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mergulho coreano","Mergulho coreano","Molhos coreanos","Molhos coreanos.gif","mergulho_coreano.gif","mergulho_coreano.gif","Tríceps","Sem aparelhos | Casa","Apoie as mãos no banco, cadeira ou barras conforme a variação e mantenha os ombros estáveis. Flexione os cotovelos para descer o corpo em amplitude confortável. Estenda os cotovelos para retornar, evitando balanço."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mergulho de tríceps assistido na máquina","Mergulho de tríceps assistido na máquina","Asisted triceps dips","tríceps/Asisted triceps dips.gif","mergulho_de_triceps_assistido_na_maquina.gif","mergulho_de_triceps_assistido_na_maquina.gif","Tríceps","Máquina | Academia","Apoie as mãos no banco, cadeira ou barras conforme a variação e mantenha os ombros estáveis. Flexione os cotovelos para descer o corpo em amplitude confortável. Estenda os cotovelos para retornar, evitando balanço."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mergulho de tríceps entre bancos","Mergulho de tríceps entre bancos","Mergulhos de bancada","tríceps/Mergulhos de bancada.gif","mergulho_de_triceps_entre_bancos.gif","mergulho_de_triceps_entre_bancos.gif","Tríceps","Banco | Academia","Apoie as mãos no banco, cadeira ou barras conforme a variação e mantenha os ombros estáveis. Flexione os cotovelos para descer o corpo em amplitude confortável. Estenda os cotovelos para retornar, evitando balanço."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mergulho de tríceps na máquina","Mergulho de tríceps na máquina","Crucifixo de cabo com declínio de um braço","peitoral/Crucifixo de cabo com declínio de um braço.gif","mergulho_de_triceps_na_maquina.gif","mergulho_de_triceps_na_maquina.gif","Tríceps","Peito | Máquina","Sente-se na máquina com o tronco apoiado e segure as alças ao lado do corpo. Comece com os cotovelos flexionados e pressione as alças para baixo até quase estender os braços, mantendo os ombros estáveis. Retorne devagar até a posição inicial sem deixar o peso bater."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mergulho de tríceps nas paralelas","Mergulho de tríceps nas paralelas","Mergulhos de tríceps","Mergulhos de tríceps.gif","mergulho_de_triceps_nas_paralelas.gif","mergulho_de_triceps_nas_paralelas.gif","Tríceps","Sem aparelhos | Casa","Apoie as mãos no banco, cadeira ou barras conforme a variação e mantenha os ombros estáveis. Flexione os cotovelos para descer o corpo em amplitude confortável. Estenda os cotovelos para retornar, evitando balanço."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mergulho de tríceps no banco","Mergulho de tríceps no banco","Bench dips on floor - Variação 2","tríceps/Bench dips on floor - Variação 2.gif","mergulho_de_triceps_no_banco.gif","mergulho_de_triceps_no_banco.gif","Tríceps","Banco | Academia","Apoie as mãos no banco, cadeira ou barras conforme a variação e mantenha os ombros estáveis. Flexione os cotovelos para descer o corpo em amplitude confortável. Estenda os cotovelos para retornar, evitando balanço."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mergulho entre cadeiras","Mergulho entre cadeiras","Mergulha entre cadeiras","Mergulha entre cadeiras.gif","mergulho_entre_cadeiras.gif","mergulho_entre_cadeiras.gif","Tríceps","Sem aparelhos | Casa","Apoie as mãos no banco, cadeira ou barras conforme a variação e mantenha os ombros estáveis. Flexione os cotovelos para descer o corpo em amplitude confortável. Estenda os cotovelos para retornar, evitando balanço."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mergulho escapular no banco","Mergulho escapular no banco","Mergulhos da escápula","Mergulhos da escápula.gif","mergulho_escapular_no_banco.gif","mergulho_escapular_no_banco.gif","Tríceps","Banco | Academia","Apoie as mãos no banco, cadeira ou barras conforme a variação e mantenha os ombros estáveis. Flexione os cotovelos para descer o corpo em amplitude confortável. Estenda os cotovelos para retornar, evitando balanço."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mergulho na barra reta","Mergulho na barra reta","Mergulho em barra reta","Mergulho em barra reta.gif","mergulho_na_barra_reta.gif","mergulho_na_barra_reta.gif","Tríceps","Sem aparelhos | Casa","Apoie as mãos no banco, cadeira ou barras conforme a variação e mantenha os ombros estáveis. Flexione os cotovelos para descer o corpo em amplitude confortável. Estenda os cotovelos para retornar, evitando balanço."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mergulho na cadeira","Mergulho na cadeira","Mergulhos na cadeira","Mergulhos na cadeira.gif","mergulho_na_cadeira.gif","mergulho_na_cadeira.gif","Tríceps","Sem aparelhos | Casa","Apoie as mãos no banco, cadeira ou barras conforme a variação e mantenha os ombros estáveis. Flexione os cotovelos para descer o corpo em amplitude confortável. Estenda os cotovelos para retornar, evitando balanço."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mergulho no banco","Mergulho no banco","Mergulhos de bancada","Mergulhos de bancada.gif","mergulho_no_banco.gif","mergulho_no_banco.gif","Tríceps","Banco | Academia","Apoie as mãos no banco, cadeira ou barras conforme a variação e mantenha os ombros estáveis. Flexione os cotovelos para descer o corpo em amplitude confortável. Estenda os cotovelos para retornar, evitando balanço."
"C:\Users\bruno\Downloads\Exercicios renomeados\Mobilidade de ombros sentado","Mobilidade de ombros sentado","Exercício de bailarina sentada","Exercício de bailarina sentada.gif","mobilidade_de_ombros_sentado.gif","mobilidade_de_ombros_sentado.gif","Mobilidade","Sem aparelhos | Casa","Mantenha o tronco estável e mova os braços ou as escápulas pela amplitude mostrada, sem compensar com a lombar. Faça o movimento de forma lenta e contínua, priorizando controle e amplitude confortável."
"C:\Users\bruno\Downloads\Exercicios renomeados\Moinho de vento com barra","Moinho de vento com barra","Abdominal","abdominais/Abdominal.gif","moinho_de_vento_com_barra.gif","moinho_de_vento_com_barra.gif","Abdômen/Core","Barra | Academia","Estabilize o tronco para executar Moinho de vento com barra. Mantenha o abdômen ativo durante toda a repetição e realize a trajetória mostrada sem usar balanço excessivo. Retorne à posição inicial de forma lenta e controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Moinho de vento com kettlebell","Moinho de vento com kettlebell","Moinho de vento com kettlebell","Moinho de vento com kettlebell.gif","moinho_de_vento_com_kettlebell.gif","moinho_de_vento_com_kettlebell.gif","Abdômen/Core","Kettlebell | Academia","Estabilize o tronco para executar Moinho de vento com kettlebell. Mantenha o abdômen ativo durante toda a repetição e realize a trajetória mostrada sem usar balanço excessivo. Retorne à posição inicial de forma lenta e controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Moinho de vento sem peso","Moinho de vento sem peso","Moinho de vento de peso corporal","Moinho de vento de peso corporal.gif","moinho_de_vento_sem_peso.gif","moinho_de_vento_sem_peso.gif","Abdômen/Core","Sem aparelhos | Casa","Estabilize o tronco para executar Moinho de vento sem peso. Mantenha o abdômen ativo durante toda a repetição e realize a trajetória mostrada sem usar balanço excessivo. Retorne à posição inicial de forma lenta e controlada."
"C:\Users\bruno\Downloads\Exercicios renomeados\Muscle snatch","Muscle snatch","Snatch muscular","Snatch muscular.gif","muscle_snatch.gif","muscle_snatch.gif","Corpo inteiro","Sem aparelhos | Casa","Inicie com postura firme, abdômen ativo e a carga próxima ao corpo. Gere força com pernas e quadril e conduza a carga pela trajetória mostrada até a posição final. Estabilize o peso antes de retornar e controle cada etapa do movimento."
"C:\Users\bruno\Downloads\Exercicios renomeados\Muscle-up","Muscle-up","Músculo para cima","Músculo para cima.gif","muscle_up.gif","muscle_up.gif","Costas","Barra fixa | Academia","Comece com a pegada firme e os ombros ativos. Puxe levando os cotovelos para baixo e para trás, elevando o corpo ou aproximando o pegador do tronco conforme a variação. Retorne com controle e evite balanço excessivo."
"C:\Users\bruno\Downloads\Exercicios renomeados\Natação","Natação","Natação","Natação.gif","natacao.gif","natacao.gif","Cardio","Sem aparelhos | Ao ar livre | Corpo inteiro","Realize Natação em ritmo contínuo, mantendo postura estável e respiração regular. Ajuste a velocidade para conseguir repetir o movimento com boa coordenação durante toda a série."
"C:\Users\bruno\Downloads\Exercicios renomeados\Natação no chão (swimmer)","Natação no chão (swimmer)","Sentado flutter kick - Variação 2","abdominais/Sentado flutter kick - Variação 2.gif","natacao_no_chao_swimmer.gif","natacao_no_chao_swimmer.gif","Costas","Sem aparelhos | Ao ar livre | Corpo inteiro","Execute Natação no chão (swimmer) mantendo o tronco estável e iniciando o movimento pelas escápulas e cotovelos. Contraia as costas na fase de puxada e retorne lentamente à posição inicial."
"C:\Users\bruno\Downloads\Exercicios renomeados\Pallof press meio ajoelhado","Pallof press meio ajoelhado","Cabo meio ajoelhado pallof press","Cabo meio ajoelhado pallof press.gif","pallof_press_meio_ajoelhado.gif","pallof_press_meio_ajoelhado.gif","Abdômen/Core","Sem aparelhos | Casa","Mantenha o abdômen ativo e a pelve estável. Execute a rotação — ou resista a ela, no caso do Pallof press — conduzindo os braços pela trajetória mostrada. Retorne lentamente sem deixar a lombar assumir todo o movimento."
"C:\Users\bruno\Downloads\Exercicios renomeados\Panturrilha no leg press","Panturrilha no leg press","Leg press panturrilha","Leg press panturrilha.gif","panturrilha_no_leg_press.gif","panturrilha_no_leg_press.gif","Panturrilhas","Máquina | Academia","Apoie a parte da frente dos pés com firmeza e mantenha os tornozelos alinhados. Eleve os calcanhares o máximo que conseguir sem perder o equilíbrio. Contraia a panturrilha no topo e desça lentamente até a posição inicial."
"C:\Users\bruno\Downloads\Exercicios renomeados\Panturrilha sentada na máquina","Panturrilha sentada na máquina","Elevação de panturrilha sentada por máquina","Elevação de panturrilha sentada por máquina.gif","panturrilha_sentada_na_maquina.gif","panturrilha_sentada_na_maquina.gif","Panturrilhas","Máquina | Academia","Apoie a parte da frente dos pés com firmeza e mantenha os tornozelos alinhados. Eleve os calcanhares o máximo que conseguir sem perder o equilíbrio. Contraia a panturrilha no topo e desça lentamente até a posição inicial."
"C:\Users\bruno\Downloads\Exercicios renomeados\Panturrilha sentada no leg press","Panturrilha sentada no leg press","Panturrilha sentada na máquina de leg press","Panturrilha sentada na máquina de leg press.gif","panturrilha_sentada_no_leg_press.gif","panturrilha_sentada_no_leg_press.gif","Panturrilhas","Máquina | Academia","Apoie a parte da frente dos pés com firmeza e mantenha os tornozelos alinhados. Eleve os calcanhares o máximo que conseguir sem perder o equilíbrio. Contraia a panturrilha no topo e desça lentamente até a posição inicial."
"C:\Users\bruno\Downloads\Exercicios renomeados\Panturrilha unilateral na máquina hack","Panturrilha unilateral na máquina hack","Hackear máquina de elevação de panturrilha com uma perna","Hackear máquina de elevação de panturrilha com uma perna.gif","panturrilha_unilateral_na_maquina_hack.gif","panturrilha_unilateral_na_maquina_hack.gif","Panturrilhas","Máquina | Academia","Apoie a parte da frente dos pés com firmeza e mantenha os tornozelos alinhados. Eleve os calcanhares o máximo que conseguir sem perder o equilíbrio. Contraia a panturrilha no topo e desça lentamente até a posição inicial."
